season,date_code,weekending,region,Respiratory_Virus,Number_Positive,Specimens_Tested,Percent_Positive
2012-2013,201327,07/06/13,California,Influenza_B,1,205,0.49
2012-2013,201327,07/06/13,California,Total_Influenza,1,205,0.49
2012-2013,201327,07/06/13,California,RSV,2,206,0.97
2012-2013,201327,07/06/13,Central,Influenza_A,0,45,0.00
2012-2013,201327,07/06/13,Central,Influenza_B,0,45,0.00
2012-2013,201327,07/06/13,Central,Total_Influenza,0,45,0.00
2012-2013,201327,07/06/13,Central,RSV,0,47,0.00
2012-2013,201327,07/06/13,Lower Southern,Influenza_A,0,1,0.00
2012-2013,201327,07/06/13,Lower Southern,Influenza_B,0,1,0.00
2012-2013,201327,07/06/13,Lower Southern,Total_Influenza,0,1,0.00
2012-2013,201327,07/06/13,Lower Southern,RSV,0,0,
2012-2013,201327,07/06/13,Northern,Influenza_A,0,0,
2012-2013,201327,07/06/13,Northern,Influenza_B,0,0,
2012-2013,201327,07/06/13,Northern,Total_Influenza,0,0,
2012-2013,201327,07/06/13,Northern,RSV,0,0,
2012-2013,201327,07/06/13,Upper Southern,Influenza_A,0,64,0.00
2012-2013,201327,07/06/13,Upper Southern,Influenza_B,0,64,0.00
2012-2013,201327,07/06/13,Upper Southern,Total_Influenza,0,64,0.00
2012-2013,201327,07/06/13,Upper Southern,RSV,0,64,0.00
2012-2013,201327,07/06/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201327,07/06/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201327,07/06/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201327,07/06/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201328,07/13/13,Bay Area,Influenza_A,1,99,1.01
2012-2013,201328,07/13/13,Bay Area,Influenza_B,0,99,0.00
2012-2013,201328,07/13/13,Bay Area,Total_Influenza,1,99,1.01
2012-2013,201328,07/13/13,Bay Area,RSV,0,98,0.00
2012-2013,201328,07/13/13,California,Influenza_A,1,229,0.44
2012-2013,201328,07/13/13,California,Influenza_B,0,229,0.00
2012-2013,201328,07/13/13,California,Total_Influenza,1,229,0.44
2012-2013,201328,07/13/13,California,RSV,1,234,0.43
2012-2013,201328,07/13/13,Central,Influenza_A,0,58,0.00
2012-2013,201328,07/13/13,Central,Influenza_B,0,58,0.00
2012-2013,201328,07/13/13,Central,Total_Influenza,0,58,0.00
2012-2013,201328,07/13/13,Central,RSV,1,65,1.54
2012-2013,201328,07/13/13,Lower Southern,Influenza_A,0,1,0.00
2012-2013,201328,07/13/13,Lower Southern,Influenza_B,0,1,0.00
2012-2013,201328,07/13/13,Lower Southern,Total_Influenza,0,1,0.00
2012-2013,201328,07/13/13,Lower Southern,RSV,0,0,
2012-2013,201328,07/13/13,Northern,Influenza_A,0,0,
2012-2013,201328,07/13/13,Northern,Influenza_B,0,0,
2012-2013,201328,07/13/13,Northern,Total_Influenza,0,0,
2012-2013,201328,07/13/13,Northern,RSV,0,0,
2012-2013,201328,07/13/13,Upper Southern,Influenza_A,0,71,0.00
2012-2013,201328,07/13/13,Upper Southern,Influenza_B,0,71,0.00
2012-2013,201328,07/13/13,Upper Southern,Total_Influenza,0,71,0.00
2012-2013,201328,07/13/13,Upper Southern,RSV,0,71,0.00
2012-2013,201328,07/13/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201328,07/13/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201328,07/13/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201328,07/13/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201329,07/20/13,Bay Area,Influenza_A,1,99,1.01
2012-2013,201329,07/20/13,Bay Area,Influenza_B,1,99,1.01
2012-2013,201329,07/20/13,Bay Area,Total_Influenza,2,99,2.02
2012-2013,201329,07/20/13,Bay Area,RSV,0,99,0.00
2012-2013,201329,07/20/13,California,Influenza_A,1,245,0.41
2012-2013,201329,07/20/13,California,Influenza_B,1,245,0.41
2012-2013,201329,07/20/13,California,Total_Influenza,2,245,0.82
2012-2013,201329,07/20/13,California,RSV,0,246,0.00
2012-2013,201329,07/20/13,Central,Influenza_A,0,66,0.00
2012-2013,201329,07/20/13,Central,Influenza_B,0,66,0.00
2012-2013,201329,07/20/13,Central,Total_Influenza,0,66,0.00
2012-2013,201329,07/20/13,Central,RSV,0,67,0.00
2012-2013,201329,07/20/13,Lower Southern,Influenza_A,0,0,
2012-2013,201329,07/20/13,Lower Southern,Influenza_B,0,0,
2012-2013,201329,07/20/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201329,07/20/13,Lower Southern,RSV,0,0,
2012-2013,201329,07/20/13,Northern,Influenza_A,0,0,
2012-2013,201329,07/20/13,Northern,Influenza_B,0,0,
2012-2013,201329,07/20/13,Northern,Total_Influenza,0,0,
2012-2013,201329,07/20/13,Northern,RSV,0,0,
2012-2013,201329,07/20/13,Upper Southern,Influenza_A,0,80,0.00
2012-2013,201329,07/20/13,Upper Southern,Influenza_B,0,80,0.00
2012-2013,201329,07/20/13,Upper Southern,Total_Influenza,0,80,0.00
2012-2013,201329,07/20/13,Upper Southern,RSV,0,80,0.00
2012-2013,201329,07/20/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201329,07/20/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201329,07/20/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201329,07/20/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201330,07/27/13,Bay Area,Influenza_A,0,98,0.00
2012-2013,201330,07/27/13,Bay Area,Influenza_B,0,98,0.00
2012-2013,201330,07/27/13,Bay Area,Total_Influenza,0,98,0.00
2012-2013,201330,07/27/13,Bay Area,RSV,1,97,1.03
2012-2013,201330,07/27/13,California,Influenza_A,0,201,0.00
2012-2013,201330,07/27/13,California,Influenza_B,0,201,0.00
2012-2013,201330,07/27/13,California,Total_Influenza,0,201,0.00
2012-2013,201330,07/27/13,California,RSV,1,199,0.50
2012-2013,201330,07/27/13,Central,Influenza_A,0,53,0.00
2012-2013,201330,07/27/13,Central,Influenza_B,0,53,0.00
2012-2013,201330,07/27/13,Central,Total_Influenza,0,53,0.00
2012-2013,201330,07/27/13,Central,RSV,0,53,0.00
2012-2013,201330,07/27/13,Lower Southern,Influenza_A,0,1,0.00
2012-2013,201330,07/27/13,Lower Southern,Influenza_B,0,1,0.00
2012-2013,201330,07/27/13,Lower Southern,Total_Influenza,0,1,0.00
2012-2013,201330,07/27/13,Lower Southern,RSV,0,0,
2012-2013,201330,07/27/13,Northern,Influenza_A,0,0,
2012-2013,201330,07/27/13,Northern,Influenza_B,0,0,
2012-2013,201330,07/27/13,Northern,Total_Influenza,0,0,
2012-2013,201330,07/27/13,Northern,RSV,0,0,
2012-2013,201330,07/27/13,Upper Southern,Influenza_A,0,49,0.00
2012-2013,201330,07/27/13,Upper Southern,Influenza_B,0,49,0.00
2012-2013,201330,07/27/13,Upper Southern,Total_Influenza,0,49,0.00
2012-2013,201330,07/27/13,Upper Southern,RSV,0,49,0.00
2012-2013,201330,07/27/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201330,07/27/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201330,07/27/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201330,07/27/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201331,08/03/13,Bay Area,Influenza_A,0,46,0.00
2012-2013,201331,08/03/13,Bay Area,Influenza_B,0,46,0.00
2012-2013,201331,08/03/13,Bay Area,Total_Influenza,0,46,0.00
2012-2013,201331,08/03/13,Bay Area,RSV,0,45,0.00
2012-2013,201331,08/03/13,California,Influenza_A,0,176,0.00
2012-2013,201331,08/03/13,California,Influenza_B,0,176,0.00
2012-2013,201331,08/03/13,California,Total_Influenza,0,176,0.00
2012-2013,201331,08/03/13,California,RSV,0,172,0.00
2012-2013,201331,08/03/13,Central,Influenza_A,0,58,0.00
2012-2013,201331,08/03/13,Central,Influenza_B,0,58,0.00
2012-2013,201331,08/03/13,Central,Total_Influenza,0,58,0.00
2012-2013,201331,08/03/13,Central,RSV,0,57,0.00
2012-2013,201331,08/03/13,Lower Southern,Influenza_A,0,2,0.00
2012-2013,201331,08/03/13,Lower Southern,Influenza_B,0,2,0.00
2012-2013,201331,08/03/13,Lower Southern,Total_Influenza,0,2,0.00
2012-2013,201331,08/03/13,Lower Southern,RSV,0,0,
2012-2013,201331,08/03/13,Northern,Influenza_A,0,0,
2012-2013,201331,08/03/13,Northern,Influenza_B,0,0,
2012-2013,201331,08/03/13,Northern,Total_Influenza,0,0,
2012-2013,201331,08/03/13,Northern,RSV,0,0,
2012-2013,201331,08/03/13,Upper Southern,Influenza_A,0,70,0.00
2012-2013,201331,08/03/13,Upper Southern,Influenza_B,0,70,0.00
2012-2013,201331,08/03/13,Upper Southern,Total_Influenza,0,70,0.00
2012-2013,201331,08/03/13,Upper Southern,RSV,0,70,0.00
2012-2013,201331,08/03/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201331,08/03/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201331,08/03/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201331,08/03/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201332,08/10/13,Bay Area,Influenza_A,0,59,0.00
2012-2013,201332,08/10/13,Bay Area,Influenza_B,0,59,0.00
2012-2013,201332,08/10/13,Bay Area,Total_Influenza,0,59,0.00
2012-2013,201332,08/10/13,Bay Area,RSV,0,59,0.00
2012-2013,201332,08/10/13,California,Influenza_A,0,185,0.00
2012-2013,201332,08/10/13,California,Influenza_B,0,185,0.00
2012-2013,201332,08/10/13,California,Total_Influenza,0,185,0.00
2012-2013,201332,08/10/13,California,RSV,0,184,0.00
2012-2013,201332,08/10/13,Central,Influenza_A,0,66,0.00
2012-2013,201332,08/10/13,Central,Influenza_B,0,66,0.00
2012-2013,201332,08/10/13,Central,Total_Influenza,0,66,0.00
2012-2013,201332,08/10/13,Central,RSV,0,65,0.00
2012-2013,201332,08/10/13,Lower Southern,Influenza_A,0,0,
2012-2013,201332,08/10/13,Lower Southern,Influenza_B,0,0,
2012-2013,201332,08/10/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201332,08/10/13,Lower Southern,RSV,0,0,
2012-2013,201332,08/10/13,Northern,Influenza_A,0,0,
2012-2013,201332,08/10/13,Northern,Influenza_B,0,0,
2012-2013,201332,08/10/13,Northern,Total_Influenza,0,0,
2012-2013,201332,08/10/13,Northern,RSV,0,0,
2012-2013,201332,08/10/13,Upper Southern,Influenza_A,0,60,0.00
2012-2013,201332,08/10/13,Upper Southern,Influenza_B,0,60,0.00
2012-2013,201332,08/10/13,Upper Southern,Total_Influenza,0,60,0.00
2012-2013,201332,08/10/13,Upper Southern,RSV,0,60,0.00
2012-2013,201332,08/10/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201332,08/10/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201332,08/10/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201332,08/10/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201333,08/17/13,Bay Area,Influenza_A,0,47,0.00
2012-2013,201333,08/17/13,Bay Area,Influenza_B,0,47,0.00
2012-2013,201333,08/17/13,Bay Area,Total_Influenza,0,47,0.00
2012-2013,201333,08/17/13,Bay Area,RSV,0,47,0.00
2012-2013,201333,08/17/13,California,Influenza_A,0,170,0.00
2012-2013,201333,08/17/13,California,Influenza_B,0,170,0.00
2012-2013,201333,08/17/13,California,Total_Influenza,0,170,0.00
2012-2013,201333,08/17/13,California,RSV,0,171,0.00
2012-2013,201333,08/17/13,Central,Influenza_A,0,51,0.00
2012-2013,201333,08/17/13,Central,Influenza_B,0,51,0.00
2012-2013,201333,08/17/13,Central,Total_Influenza,0,51,0.00
2012-2013,201333,08/17/13,Central,RSV,0,52,0.00
2012-2013,201333,08/17/13,Lower Southern,Influenza_A,0,0,
2012-2013,201333,08/17/13,Lower Southern,Influenza_B,0,0,
2012-2013,201333,08/17/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201333,08/17/13,Lower Southern,RSV,0,0,
2012-2013,201333,08/17/13,Northern,Influenza_A,0,0,
2012-2013,201333,08/17/13,Northern,Influenza_B,0,0,
2012-2013,201333,08/17/13,Northern,Total_Influenza,0,0,
2012-2013,201333,08/17/13,Northern,RSV,0,0,
2012-2013,201333,08/17/13,Upper Southern,Influenza_A,0,72,0.00
2012-2013,201333,08/17/13,Upper Southern,Influenza_B,0,72,0.00
2012-2013,201333,08/17/13,Upper Southern,Total_Influenza,0,72,0.00
2012-2013,201333,08/17/13,Upper Southern,RSV,0,72,0.00
2012-2013,201333,08/17/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201333,08/17/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201333,08/17/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201333,08/17/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201334,08/24/13,Bay Area,Influenza_A,0,47,0.00
2012-2013,201334,08/24/13,Bay Area,Influenza_B,0,47,0.00
2012-2013,201334,08/24/13,Bay Area,Total_Influenza,0,47,0.00
2012-2013,201334,08/24/13,Bay Area,RSV,0,47,0.00
2012-2013,201334,08/24/13,California,Influenza_A,0,166,0.00
2012-2013,201334,08/24/13,California,Influenza_B,0,166,0.00
2012-2013,201334,08/24/13,California,Total_Influenza,0,166,0.00
2012-2013,201334,08/24/13,California,RSV,1,166,0.60
2012-2013,201334,08/24/13,Central,Influenza_A,0,50,0.00
2012-2013,201334,08/24/13,Central,Influenza_B,0,50,0.00
2012-2013,201334,08/24/13,Central,Total_Influenza,0,50,0.00
2012-2013,201334,08/24/13,Central,RSV,1,50,2.00
2012-2013,201334,08/24/13,Lower Southern,Influenza_A,0,0,
2012-2013,201334,08/24/13,Lower Southern,Influenza_B,0,0,
2012-2013,201334,08/24/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201334,08/24/13,Lower Southern,RSV,0,0,
2012-2013,201334,08/24/13,Northern,Influenza_A,0,0,
2012-2013,201334,08/24/13,Northern,Influenza_B,0,0,
2012-2013,201334,08/24/13,Northern,Total_Influenza,0,0,
2012-2013,201334,08/24/13,Northern,RSV,0,0,
2012-2013,201334,08/24/13,Upper Southern,Influenza_A,0,69,0.00
2012-2013,201334,08/24/13,Upper Southern,Influenza_B,0,69,0.00
2012-2013,201334,08/24/13,Upper Southern,Total_Influenza,0,69,0.00
2012-2013,201334,08/24/13,Upper Southern,RSV,0,69,0.00
2012-2013,201334,08/24/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201334,08/24/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201334,08/24/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201334,08/24/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201335,08/31/13,Bay Area,Influenza_A,0,36,0.00
2012-2013,201335,08/31/13,Bay Area,Influenza_B,0,36,0.00
2012-2013,201335,08/31/13,Bay Area,Total_Influenza,0,36,0.00
2012-2013,201335,08/31/13,Bay Area,RSV,0,36,0.00
2012-2013,201335,08/31/13,California,Influenza_A,0,187,0.00
2012-2013,201335,08/31/13,California,Influenza_B,0,187,0.00
2012-2013,201335,08/31/13,California,Total_Influenza,0,187,0.00
2012-2013,201335,08/31/13,California,RSV,0,188,0.00
2012-2013,201335,08/31/13,Central,Influenza_A,0,72,0.00
2012-2013,201335,08/31/13,Central,Influenza_B,0,72,0.00
2012-2013,201335,08/31/13,Central,Total_Influenza,0,72,0.00
2012-2013,201335,08/31/13,Central,RSV,0,73,0.00
2012-2013,201335,08/31/13,Lower Southern,Influenza_A,0,0,
2012-2013,201335,08/31/13,Lower Southern,Influenza_B,0,0,
2012-2013,201335,08/31/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201335,08/31/13,Lower Southern,RSV,0,0,
2012-2013,201335,08/31/13,Northern,Influenza_A,0,0,
2012-2013,201335,08/31/13,Northern,Influenza_B,0,0,
2012-2013,201335,08/31/13,Northern,Total_Influenza,0,0,
2012-2013,201335,08/31/13,Northern,RSV,0,0,
2012-2013,201335,08/31/13,Upper Southern,Influenza_A,0,79,0.00
2012-2013,201335,08/31/13,Upper Southern,Influenza_B,0,79,0.00
2012-2013,201335,08/31/13,Upper Southern,Total_Influenza,0,79,0.00
2012-2013,201335,08/31/13,Upper Southern,RSV,0,79,0.00
2012-2013,201335,08/31/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201335,08/31/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201335,08/31/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201335,08/31/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201336,09/07/13,Bay Area,Influenza_A,0,43,0.00
2012-2013,201336,09/07/13,Bay Area,Influenza_B,0,43,0.00
2012-2013,201336,09/07/13,Bay Area,Total_Influenza,0,43,0.00
2012-2013,201336,09/07/13,Bay Area,RSV,0,43,0.00
2012-2013,201336,09/07/13,California,Influenza_A,0,219,0.00
2012-2013,201336,09/07/13,California,Influenza_B,0,219,0.00
2012-2013,201336,09/07/13,California,Total_Influenza,0,219,0.00
2012-2013,201336,09/07/13,California,RSV,0,219,0.00
2012-2013,201336,09/07/13,Central,Influenza_A,0,77,0.00
2012-2013,201336,09/07/13,Central,Influenza_B,0,77,0.00
2012-2013,201336,09/07/13,Central,Total_Influenza,0,77,0.00
2012-2013,201336,09/07/13,Central,RSV,0,77,0.00
2012-2013,201336,09/07/13,Lower Southern,Influenza_A,0,0,
2012-2013,201336,09/07/13,Lower Southern,Influenza_B,0,0,
2012-2013,201336,09/07/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201336,09/07/13,Lower Southern,RSV,0,0,
2012-2013,201336,09/07/13,Northern,Influenza_A,0,0,
2012-2013,201336,09/07/13,Northern,Influenza_B,0,0,
2012-2013,201336,09/07/13,Northern,Total_Influenza,0,0,
2012-2013,201336,09/07/13,Northern,RSV,0,0,
2012-2013,201336,09/07/13,Upper Southern,Influenza_A,0,99,0.00
2012-2013,201336,09/07/13,Upper Southern,Influenza_B,0,99,0.00
2012-2013,201336,09/07/13,Upper Southern,Total_Influenza,0,99,0.00
2012-2013,201336,09/07/13,Upper Southern,RSV,0,99,0.00
2012-2013,201336,09/07/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201336,09/07/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201336,09/07/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201336,09/07/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201337,09/14/13,Bay Area,Influenza_A,0,49,0.00
2012-2013,201337,09/14/13,Bay Area,Influenza_B,0,49,0.00
2012-2013,201337,09/14/13,Bay Area,Total_Influenza,0,49,0.00
2012-2013,201337,09/14/13,Bay Area,RSV,0,49,0.00
2012-2013,201337,09/14/13,California,Influenza_A,0,194,0.00
2012-2013,201337,09/14/13,California,Influenza_B,0,194,0.00
2012-2013,201337,09/14/13,California,Total_Influenza,0,194,0.00
2012-2013,201337,09/14/13,California,RSV,1,192,0.52
2012-2013,201337,09/14/13,Central,Influenza_A,0,77,0.00
2012-2013,201337,09/14/13,Central,Influenza_B,0,77,0.00
2012-2013,201337,09/14/13,Central,Total_Influenza,0,77,0.00
2012-2013,201337,09/14/13,Central,RSV,0,75,0.00
2012-2013,201337,09/14/13,Lower Southern,Influenza_A,0,0,
2012-2013,201337,09/14/13,Lower Southern,Influenza_B,0,0,
2012-2013,201337,09/14/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201337,09/14/13,Lower Southern,RSV,0,0,
2012-2013,201337,09/14/13,Northern,Influenza_A,0,0,
2012-2013,201337,09/14/13,Northern,Influenza_B,0,0,
2012-2013,201337,09/14/13,Northern,Total_Influenza,0,0,
2012-2013,201337,09/14/13,Northern,RSV,0,0,
2012-2013,201337,09/14/13,Upper Southern,Influenza_A,0,68,0.00
2012-2013,201337,09/14/13,Upper Southern,Influenza_B,0,68,0.00
2012-2013,201337,09/14/13,Upper Southern,Total_Influenza,0,68,0.00
2012-2013,201337,09/14/13,Upper Southern,RSV,1,68,1.47
2012-2013,201337,09/14/13,Upper/Lower Southern,Influenza_A,0,0,
2012-2013,201337,09/14/13,Upper/Lower Southern,Influenza_B,0,0,
2012-2013,201337,09/14/13,Upper/Lower Southern,Total_Influenza,0,0,
2012-2013,201337,09/14/13,Upper/Lower Southern,RSV,0,0,
2012-2013,201338,09/21/13,Bay Area,Influenza_A,0,56,0.00
2012-2013,201338,09/21/13,Bay Area,Influenza_B,0,56,0.00
2012-2013,201338,09/21/13,Bay Area,Total_Influenza,0,56,0.00
2012-2013,201338,09/21/13,Bay Area,RSV,1,55,1.82
2012-2013,201338,09/21/13,California,Influenza_A,0,291,0.00
2012-2013,201338,09/21/13,California,Influenza_B,0,291,0.00
2012-2013,201338,09/21/13,California,Total_Influenza,0,291,0.00
2012-2013,201338,09/21/13,California,RSV,1,291,0.34
2012-2013,201338,09/21/13,Central,Influenza_A,0,49,0.00
2012-2013,201338,09/21/13,Central,Influenza_B,0,49,0.00
2012-2013,201338,09/21/13,Central,Total_Influenza,0,49,0.00
2012-2013,201338,09/21/13,Central,RSV,0,50,0.00
2012-2013,201338,09/21/13,Lower Southern,Influenza_A,0,0,
2012-2013,201338,09/21/13,Lower Southern,Influenza_B,0,0,
2012-2013,201338,09/21/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201338,09/21/13,Lower Southern,RSV,0,0,
2012-2013,201338,09/21/13,Northern,Influenza_A,0,0,
2012-2013,201338,09/21/13,Northern,Influenza_B,0,0,
2012-2013,201338,09/21/13,Northern,Total_Influenza,0,0,
2012-2013,201338,09/21/13,Northern,RSV,0,0,
2012-2013,201338,09/21/13,Upper Southern,Influenza_A,0,99,0.00
2012-2013,201338,09/21/13,Upper Southern,Influenza_B,0,99,0.00
2012-2013,201338,09/21/13,Upper Southern,Total_Influenza,0,99,0.00
2012-2013,201338,09/21/13,Upper Southern,RSV,0,99,0.00
2012-2013,201338,09/21/13,Upper/Lower Southern,Influenza_A,0,87,0.00
2012-2013,201338,09/21/13,Upper/Lower Southern,Influenza_B,0,87,0.00
2012-2013,201338,09/21/13,Upper/Lower Southern,Total_Influenza,0,87,0.00
2012-2013,201338,09/21/13,Upper/Lower Southern,RSV,0,87,0.00
2012-2013,201339,09/28/13,Bay Area,Influenza_A,0,54,0.00
2012-2013,201339,09/28/13,Bay Area,Influenza_B,0,54,0.00
2012-2013,201339,09/28/13,Bay Area,Total_Influenza,0,54,0.00
2012-2013,201339,09/28/13,Bay Area,RSV,0,54,0.00
2012-2013,201339,09/28/13,California,Influenza_A,0,293,0.00
2012-2013,201339,09/28/13,California,Influenza_B,0,293,0.00
2012-2013,201339,09/28/13,California,Total_Influenza,0,293,0.00
2012-2013,201339,09/28/13,California,RSV,0,293,0.00
2012-2013,201339,09/28/13,Central,Influenza_A,0,57,0.00
2012-2013,201339,09/28/13,Central,Influenza_B,0,57,0.00
2012-2013,201339,09/28/13,Central,Total_Influenza,0,57,0.00
2012-2013,201339,09/28/13,Central,RSV,0,57,0.00
2012-2013,201339,09/28/13,Lower Southern,Influenza_A,0,0,
2012-2013,201339,09/28/13,Lower Southern,Influenza_B,0,0,
2012-2013,201339,09/28/13,Lower Southern,Total_Influenza,0,0,
2012-2013,201339,09/28/13,Lower Southern,RSV,0,0,
2012-2013,201339,09/28/13,Northern,Influenza_A,0,2,0.00
2012-2013,201339,09/28/13,Northern,Influenza_B,0,2,0.00
2012-2013,201339,09/28/13,Northern,Total_Influenza,0,2,0.00
2012-2013,201339,09/28/13,Northern,RSV,0,2,0.00
2012-2013,201339,09/28/13,Upper Southern,Influenza_A,0,99,0.00
2012-2013,201339,09/28/13,Upper Southern,Influenza_B,0,99,0.00
2012-2013,201339,09/28/13,Upper Southern,Total_Influenza,0,99,0.00
2012-2013,201339,09/28/13,Upper Southern,RSV,0,99,0.00
